"step_n","position","position_return","omega","epsilon","phi","knowledge","decision","decision_norm","entropy","delta_t","cosine_similarity","delta_h_over_delta_d","frobenius_norm","lagrangian","classical_lagrangian","timestamp"
650,-1.211998845113341,0.1833617317355132,0.15,0.1,0.0,1.9225721751054232,0.4324425166674223,3.057830123845126,-0.007188983782485337,0.1,-0.9999999999999866,-0.3622017473352275,0.24835719561192499,0.066732235444608,-0.016283594668174563,"2025-07-24T10:12:02.368219Z"
651,-1.2140244524792594,0.16851990949520332,0.15,0.1,0.0,1.9329046685148288,0.4320839125631787,3.0552944089498193,-0.007051476116241056,0.1,-0.9999999999999868,-0.3834525723968651,0.24835719561192499,0.06707759510562004,-0.01637571866615447,"2025-07-24T10:12:02.468215Z"
652,-1.2158749430017575,0.1536921047315656,0.15,0.1,0.0,1.9429780165833808,0.4317343709827922,3.0528227758072606,-0.006909665331527345,0.1,-0.9999999999999866,-0.405705051046911,0.24835719561192499,0.06741409078775651,-0.01646024285777692,"2025-07-24T10:12:02.568251Z"
653,-1.2175495904208646,0.13887405396603603,0.15,0.1,0.0,1.9527899772857538,0.4313939648031458,3.050415739735009,-0.00676361611994518,0.1,-0.9999999999999865,-0.42904394900781495,0.24835719561192499,0.06774166214906274,-0.016537081608841556,"2025-07-24T10:12:02.668224Z"
654,-1.2190476946076516,0.12406150427866436,0.15,0.1,0.0,1.9623383446670188,0.4310627656766285,3.048073807392137,-0.006613395945732826,0.1,-0.9999999999999867,-0.4535645241338131,0.24835719561192499,0.06806024996763817,-0.016606153611719156,"2025-07-24T10:12:02.768217Z"
655,-1.2203685817330205,0.10925020834662538,0.15,0.1,0.0,1.9716209492817256,0.43074084402367313,3.0457974767264706,-0.006459075014851668,0.1,-0.9999999999999867,-0.4793741876771391,0.24835719561192499,0.0683697961335239,-0.0166673819570137,"2025-07-24T10:12:02.868150Z"
656,-1.2215116044324803,0.094435919496784,0.15,0.1,0.0,1.9806356586277813,0.4304282690254579,3.043587236922973,-0.006300726242614229,0.1,-0.9999999999999865,-0.5065944913751518,0.24835719561192499,0.0686702436404846,-0.016720694202762124,"2025-07-24T10:12:02.968205Z"
657,-1.222476141966868,0.07961438675937901,0.15,0.1,0.0,1.9893803775750545,0.43012510861676057,3.041443568353227,-0.006138425219879398,0.1,-0.9999999999999865,-0.5353635173940967,0.24835719561192499,0.06896153657771305,-0.0167660224411176,"2025-07-24T10:12:03.068215Z"
658,-1.2232616003789896,0.06478134991155106,0.15,0.1,0.0,1.9978530487886168,0.42983142947896225,3.039366942525955,-0.005972250177838441,0.1,-0.9999999999999868,-0.5658387697769512,0.24835719561192499,0.06924362012148505,-0.016803303362461244,"2025-07-24T10:12:03.168214Z"
659,-1.2238674126461409,0.04993253449726302,0.15,0.1,0.0,2.0060516531465487,0.429547297033188,3.037357822038521,-0.005802281951411877,0.1,-0.9999999999999868,-0.5982006946211708,0.24835719561192499,0.06951644052679289,-0.01683247831689149,"2025-07-24T10:12:03.268215Z"
660,-1.2242930388284807,0.03506364681230252,0.15,0.1,0.0,2.0139742101522202,0.4292727754335789,3.035416660529356,-0.005628603941278863,0.1,-0.9999999999999867,-0.6326569944962849,0.24835719561192499,0.06977994511898515,-0.01685349337303894,"2025-07-24T10:12:03.368350Z"
661,-1.2245379662132243,0.020170368841105766,0.15,0.1,0.0,2.0216187783409825,0.42900792756068673,3.033543902631251,-0.005451302074564396,0.1,-0.9999999999999866,-0.6694479543230478,0.24835719561192499,0.0700340822854411,-0.016866299374158355,"2025-07-24T10:12:03.468252Z"
662,-1.2246017094546249,0.005248353132946066,0.15,0.1,0.0,2.0289834556811788,0.42875281501498397,3.0317399839254633,-0.005270464764203386,0.1,-0.9999999999999866,-0.7088530666449767,0.24835719561192499,0.07027880146730679,-0.016870851991449665,"2025-07-24T10:12:03.568250Z"
663,-1.224483810709712,-0.009706782395835518,0.15,0.1,0.0,2.036066379969407,0.4285074981104796,3.030005330896578,-0.0050861828670051385,0.1,-0.9999999999999868,-0.7511993418088139,0.24835719561192499,0.07051405315132116,-0.016867111774561898,"2025-07-24T10:12:03.668213Z"
664,-1.2241838397697629,-0.024699459746100834,0.15,0.1,0.0,2.0428657292199572,0.42827203586843454,3.028340360888069,-0.004898549640438919,0.1,-0.9999999999999867,-0.7968718251238944,0.24835719561192499,0.07073978886175877,-0.016855044199235506,"2025-07-24T10:12:03.768152Z"
665,-1.2237013941874715,-0.03973414622145379,0.15,0.1,0.0,2.0493797220483425,0.42804648601116796,3.0267454820584963,-0.00470766069816264,0.1,-0.9999999999999867,-0.8463270364683175,0.24835719561192499,0.0709559611525169,-0.016834619712040443,"2025-07-24T10:12:03.868194Z"
666,-1.2230360993997906,-0.05481535992848046,0.15,0.1,0.0,2.05560661804886,0.42783090495594583,3.0252210933383017,-0.0045136139643166245,0.1,-0.9999999999999867,-0.9001103257708752,0.24835719561192499,0.07116252359937329,-0.0168058137721686,"2025-07-24T10:12:03.968224Z"
667,-1.2221876088464194,-0.06994767540644914,0.15,0.1,0.0,2.0615447181661017,0.42762534780894634,3.0237675843871292,-0.004316509626603144,0.1,-0.9999999999999868,-0.9588785434639668,0.24835719561192499,0.07135943079244192,-0.016768606890241435,"2025-07-24T10:12:04.068221Z"
668,-1.2211556040839082,-0.08513572940192858,0.15,0.1,0.0,2.0671923650603388,0.427429868359291,3.022385335551625,-0.004116450088170095,0.1,-0.9999999999999868,-1.0234300269709,0.24835719561192499,0.0715466383288518,-0.016722984664094973,"2025-07-24T10:12:04.168251Z"
669,-1.2199397948953574,-0.10038422680382261,0.15,0.1,0.0,2.072547943466725,0.42724451907313776,3.021074717823665,-0.003913539918325714,0.1,-0.9999999999999867,-1.0947448142673266,0.24835719561192499,0.07172410280567595,-0.016668937811506697,"2025-07-24T10:12:04.268225Z"
670,-1.2185399193956816,-0.11569794675584376,0.15,0.1,0.0,2.077609880548228,0.42706935108782557,3.019836092798951,-0.0037078858020971506,0.1,-0.999999999999987,-1.1740393991632196,0.24835719561192499,0.071891781813135,-0.01660646219982976,"2025-07-24T10:12:04.368214Z"
671,-1.2169557441324166,-0.1310817489634263,0.15,0.1,0.0,2.0823766462422344,0.42690441420606406,3.0186698126359306,-0.0034995964886568457,0.1,-0.9999999999999867,-1.262842556593806,0.24835719561192499,0.07204963392810093,-0.0165355588725029,"2025-07-24T10:12:04.468250Z"
672,-1.2151870641820466,-0.14654058021335006,0.15,0.1,0.0,2.086846753600752,0.4267497568901626,3.017576220014983,-0.0032887827386391807,0.1,-0.9999999999999869,-1.363102345264842,0.24835719561192499,0.07219761870792515,-0.016456234072405998,"2025-07-24T10:12:04.568253Z"
673,-1.2132337032418228,-0.16207948112598913,0.15,0.1,0.0,2.0910187591241476,0.42660542625628883,3.0165556480978273,-0.003075557270358474,0.1,-0.9999999999999868,-1.4773403438885366,0.24835719561192499,0.07233569668461537,-0.01636849926203141,"2025-07-24T10:12:04.668321Z"
674,-1.2110955137170598,-0.17770359315917866,0.15,0.1,0.0,2.0948912630883476,0.42647146806875247,3.0156084204870988,-0.0028600347049580507,0.1,-0.999999999999987,-1.6088793776932557,0.24835719561192499,0.07246382935938425,-0.01627237114044757,"2025-07-24T10:12:04.768253Z"
675,-1.2087723768038798,-0.19341816588678368,0.15,0.1,0.0,2.0984629098654453,0.4263479267343063,3.0147348511860517,-0.0026423315104994603,0.1,-0.9999999999999869,-1.7621891121266617,0.24835719561192499,0.07258197919759315,-0.016167871657027162,"2025-07-24T10:12:04.868234Z"
676,-1.2062642025673873,-0.20922856457367814,0.15,0.1,0.0,2.1017323882376373,0.42623484529645794,3.0139352445583385,-0.002422565945018254,0.1,-0.999999999999987,-1.9434274065020465,0.24835719561192499,0.07269010962411322,-0.016055028021919524,"2025-07-24T10:12:04.968233Z"
677,-1.2035709300152564,-0.22514027807157463,0.15,0.1,0.0,2.1046984317044393,0.42613226542978627,3.0132098952878206,-0.0022008579985588242,0.1,-0.999999999999987,-2.161320282946508,0.24835719561192499,0.07278818501912525,-0.015933872713247036,"2025-07-24T10:12:05.068303Z"
678,-1.2006925271667055,-0.24115892706218192,0.15,0.1,0.0,2.10735981878311,0.4260402274342567,3.012559088338371,-0.001977329334209165,0.1,-0.9999999999999869,-2.428656372441198,0.24835719561192499,0.07287617071437984,-0.015804443481004862,"2025-07-24T10:12:05.168276Z"
679,-1.1976289911168445,-0.25729027267440513,0.15,0.1,0.0,2.109715373302225,0.42595877022952905,3.011983098913624,-0.0017521032281546476,0.1,-0.999999999999987,-2.7649623726668278,0.24835719561192499,0.07295403298993802,-0.015666783347650058,"2025-07-24T10:12:05.268205Z"
680,-1.1943803480963786,-0.2735402255051793,0.15,0.1,0.0,2.111763964688344,0.4258879313492522,3.0114821924166333,-0.0015253045087638957,0.1,-0.9999999999999867,-3.2016135560630636,0.24835719561192499,0.07302173907141181,-0.015520940605365708,"2025-07-24T10:12:05.368237Z"
681,-1.1909466535266433,-0.28991485507625847,0.15,0.1,0.0,2.1135045082456996,0.4258277469353405,3.011056624409402,-0.0012970594947277845,0.1,-0.9999999999999873,-3.792427294730781,0.24835719561192499,0.073079257127724,-0.015366968809984508,"2025-07-24T10:12:05.468196Z"
682,-1.1873279920699642,-0.3064203997591891,0.15,0.1,0.0,2.114935965428872,0.42577825173222694,3.0107066405722427,-0.0010674959322685023,0.1,-0.9999999999999868,-4.638097189594087,0.24835719561192499,0.07312655626940513,-0.015204926771567297,"2025-07-24T10:12:05.568207Z"
683,-1.1835244776753187,-0.32306327720606154,0.15,0.1,0.0,2.1160573441083637,0.42573947908108767,3.0104324766629387,-8.367429314314963E-4,0.1,-0.999999999999987,-5.95143726458442,0.24835719561192499,0.0731636065474452,-0.01503487854162336,"2025-07-24T10:12:05.668206Z"
684,-1.179536253619287,-0.33985009532413335,0.15,0.1,0.0,2.1168676988290493,0.4257114609140333,3.010234358475675,-6.049309014846745E-4,0.1,-0.9999999999999869,-8.273632943112528,0.24835719561192499,0.07319037895271639,-0.014856893396969545,"2025-07-24T10:12:05.768206Z"
685,-1.1753634925422798,-0.35678766383633587,0.15,0.1,0.0,2.1173661310614205,0.42569422774826327,3.0101125017997,-3.7219148543189364E-4,0.1,-0.9999999999999869,-13.50531986744702,0.24835719561192499,0.07320684541598296,-0.014671045820224,"2025-07-24T10:12:05.868208Z"
686,-1.1710063964800241,-0.37388300647298445,0.15,0.1,0.0,2.117551789445585,0.4256878086801792,3.010067112377698,-1.386574936657121E-4,0.1,-0.9999999999999872,-36.381292223025675,0.24835719561192499,0.07321297880851281,-0.014477415476931543,"2025-07-24T10:12:05.968210Z"
687,-1.166465196890303,-0.3911433738426639,0.15,0.1,0.0,2.117423870027969,0.4256922313794521,3.0100983858638464,9.553716323017127E-5,0.1,-0.9999999999999869,52.95287842195829,0.24835719561192499,0.07320875294330487,-0.014276087189324597,"2025-07-24T10:12:06.068221Z"
688,-1.1617401546749284,-0.4085762570356724,0.15,0.1,0.0,2.116981616490659,0.4257075220830422,3.010206507781518,3.302575425078749E-4,0.1,-0.9999999999999872,15.350528371371924,0.24835719561192499,0.07319414257694554,-0.014067150906717809,"2025-07-24T10:12:06.168206Z"
689,-1.1568315601969412,-0.4261894020159968,0.15,0.1,0.0,2.116224320373353,0.42573370558916673,3.010391653480638,5.653677380999126E-4,0.1,-0.9999999999999869,8.979324406506738,0.24835719561192499,0.0731691234121058,-0.013850701672545184,"2025-07-24T10:12:06.268207Z"
690,-1.1517397332930275,-0.4439908248635346,0.15,0.1,0.0,2.1151513212878514,0.4257708052512133,3.010653988094636,8.007309502606004E-4,0.1,-0.999999999999987,6.344079680975251,0.24835719561192499,0.07313367210069102,-0.013626839588045317,"2025-07-24T10:12:06.368232Z"
691,-1.1464650232811402,-0.46198882793312845,0.15,0.1,0.0,2.113762007125052,0.42581884297159683,3.0109936664970154,0.0010362095559916199,0.1,-0.9999999999999873,4.90195212951337,0.24835719561192499,0.07308776624765267,-0.013395669772603837,"2025-07-24T10:12:06.468205Z"
692,-1.1410078089633187,-0.4801920170024909,0.15,0.1,0.0,2.1120558142544046,0.42587783919555744,3.011410833257493,0.0012716651802317008,0.1,-0.9999999999999873,3.9910287207076993,0.24835719561192499,0.07303138441547209,-0.013157302320765004,"2025-07-24T10:12:06.568209Z"
693,-1.1353684986236972,-0.49860931948741327,0.15,0.1,0.0,2.1100322277157666,0.4259478129048982,3.011905622597718,0.0015069587677978304,0.1,-0.9999999999999872,3.362599893344385,0.24835719561192499,0.07296450612932388,-0.012911852255925964,"2025-07-24T10:12:06.668177Z"
694,-1.129547530021696,-0.5172500038094309,0.15,0.1,0.0,2.107690781403632,0.42602878161166,3.012478158346551,0.001741950656056093,0.1,-0.9999999999999871,2.9022556695822246,0.24835719561192499,0.07288711188292633,-0.012659439480729588,"2025-07-24T10:12:06.768245Z"
695,-1.1235453703803877,-0.5361237000086918,0.15,0.1,0.0,2.1050310582436778,0.426120761351735,3.013128553894898,0.0019765006483106395,0.1,-0.9999999999999872,2.5500179937819234,0.24835719561192499,0.07279918314508492,-0.01240018872417356,"2025-07-24T10:12:06.868210Z"
696,-1.117362516370035,-0.5552404217028646,0.15,0.1,0.0,2.102052690361594,0.4262237666784147,3.013856912150096,0.0022104680878870598,0.1,-0.9999999999999872,2.2714110727874224,0.24835719561192499,0.07270070236693416,-0.012134229485456957,"2025-07-24T10:12:06.968205Z"
697,-1.1109994940867933,-0.574610589502321,0.15,0.1,0.0,2.0987553592441546,0.42633781065587617,3.0146633254898445,0.0024437119328997196,0.1,-0.9999999999999873,2.0452096656440806,0.24835719561192499,0.07259165298988121,-0.011861695974586042,"2025-07-24T10:12:07.068230Z"
698,-1.1044568590265744,-0.5942450560021001,0.15,0.1,0.0,2.095138795892484,0.4264629048526028,3.0155478757156917,0.002676090831677298,0.1,-0.9999999999999875,1.8576313278976824,0.24835719561192499,0.07247201945425484,-0.01158272704976174,"2025-07-24T10:12:07.168215Z"
699,-1.0977351960540689,-0.6141551324813187,0.15,0.1,0.0,2.0912027809674956,0.426599059334743,3.016510634006068,0.0029074631988345112,0.1,-0.9999999999999873,1.6993371317658037,0.24835719561192499,0.07234178720866066,-0.011297466151580884,"2025-07-24T10:12:07.268207Z"
700,-1.0908351193669252,-0.6343526174545763,0.15,0.1,0.0,2.0869471449274517,0.4267462826594062,3.017551660868882,0.0031376872919652897,0.1,-0.9999999999999875,1.5637745829848724,0.24835719561192499,0.07220094272004407,-0.01100606123407469,"2025-07-24T10:12:07.368212Z"
701,-1.0837572724550824,-0.6548498272325354,0.15,0.1,0.0,2.082371768157614,0.4269045818678973,3.0186710060936868,0.0033666212889450512,0.1,-0.9999999999999875,1.4462106232993108,0.24835719561192499,0.07204947348445953,-0.010708664692617706,"2025-07-24T10:12:07.468232Z"
702,-1.0765023280552555,-0.6756596286643889,0.15,0.1,0.0,2.077476581091954,0.42707396247889373,3.019868708703423,0.0035941233658113364,0.1,-0.9999999999999876,1.3431411985584216,0.24835719561192499,0.07188736803854509,-0.010405433288740358,"2025-07-24T10:12:07.568229Z"
703,-1.0690709881005775,-0.6967954742516898,0.15,0.1,0.0,2.072261564326887,0.4272544284815622,3.0211447969057588,0.003820051775214347,0.1,-0.9999999999999876,1.2519167381241463,0.24835719561192499,0.07171461597169912,-0.010096528071881754,"2025-07-24T10:12:07.668250Z"
704,-1.061463983665393,-0.7182714398425353,0.15,0.1,0.0,2.0667267487269974,0.4274459823286235,3.022499288044043,0.004044264925405983,0.1,-0.9999999999999875,1.170496722625782,0.24835719561192499,0.07153120793895495,-0.009782114298115667,"2025-07-24T10:12:07.768212Z"
705,-1.0536820749052087,-0.7401022651348073,0.15,0.1,0.0,2.060872215522728,0.42764862492936406,3.0239321885478914,0.004266621459750022,0.1,-0.9999999999999875,1.0972842508507679,0.24835719561192499,0.0713371356745485,-0.009462361345894519,"2025-07-24T10:12:07.868213Z"
706,-1.0457260509918038,-0.7623033972416824,0.15,0.1,0.0,2.0546980964000006,0.4278623556425989,3.025443493883428,0.004486980336728996,0.1,-0.9999999999999876,1.031011751394214,0.24835719561192499,0.0711323920061723,-0.00913744262884925,"2025-07-24T10:12:07.968217Z"
707,-1.037596730043501,-0.7848910375980499,0.15,0.1,0.0,2.048204573581747,0.4280871722695903,3.0270331885032125,0.004705200910424798,0.1,-0.9999999999999878,0.9706602959759295,0.24835719561192499,0.07091697086990825,-0.008807535505690064,"2025-07-24T10:12:08.068236Z"
708,-1.0292949590506038,-0.8078821925159064,0.15,0.1,0.0,2.041391879901314,0.42832307104692524,3.028701245795875,0.004921143011447498,0.1,-0.9999999999999877,0.915401527139345,0.24835719561192499,0.07069086732583028,-0.008472821187253107,"2025-07-24T10:12:08.168214Z"
709,-1.0208216137960056,-0.8312947277293,0.15,0.1,0.0,2.0342602988677263,0.4285700466393572,3.030447628035497,0.005134667028286491,0.1,-0.9999999999999876,0.8645551357379769,0.24835719561192499,0.07045407757426699,-0.008133484640741073,"2025-07-24T10:12:08.268206Z"
710,-1.0121775987709731,-0.8551474273062862,0.15,0.1,0.0,2.0268101647227796,0.4288280921326151,3.032272286330772,0.005345633989057838,0.1,-0.9999999999999879,0.8175572380972713,0.24835719561192499,0.07020659897271249,-0.007789714491205631,"2025-07-24T10:12:08.368221Z"
711,-1.0033638470861161,-0.8794600573457027,0.15,0.1,0.0,2.0190418624899404,0.4290971990261885,3.0341751605739793,0.005553905643620939,0.1,-0.9999999999999877,0.7739365268481815,0.24835719561192499,0.06994843005337378,-0.007441702920327856,"2025-07-24T10:12:08.468228Z"
712,-0.9943813203775449,-0.9042534349241864,0.15,0.1,0.0,2.010955828015037,0.42937735722609083,3.036156179389817,0.005759344546031539,0.1,-0.9999999999999879,0.7332960537375249,0.24835719561192499,0.0696795705413399,-0.007089645562542842,"2025-07-24T10:12:08.568213Z"
713,-0.9852310087082273,-0.9295495028093484,0.15,0.1,0.0,2.0025525479987145,0.42966855503760915,3.0382152600841343,0.005961814137309996,0.1,-0.9999999999999879,0.6952991515381655,0.24835719561192499,0.06940002137335863,-0.006733741398570137,"2025-07-24T10:12:08.668251Z"
714,-0.9759139304645541,-0.9553714105147717,0.15,0.1,0.0,1.9938325600206401,0.4299707791580458,3.0403523085926083,0.006161178828481467,0.1,-0.999999999999988,0.6596584378619839,0.24835719561192499,0.06910978471720447,-0.006374192646404764,"2025-07-24T10:12:08.768250Z"
715,-0.9664311322481194,-0.9817436023387702,0.15,0.1,0.0,1.9847964525554431,0.43028401466946065,3.0425672194294195,0.006357304083867035,0.1,-0.9999999999999881,0.6261271415227133,0.24835719561192499,0.06880886399161999,-0.006011204649825924,"2025-07-24T10:12:08.868250Z"
716,-0.9567836887627319,-1.0086919131031304,0.15,0.1,0.0,1.9754448649803695,0.4306082450314181,3.04485987563597,0.006550056504585017,0.1,-0.9999999999999879,0.5944921985538197,0.24835719561192499,0.06849726388681256,-0.005644985764489956,"2025-07-24T10:12:08.968196Z"
717,-0.9469727026966621,-1.036243672394789,0.15,0.1,0.0,1.9657784875746387,0.43094345207374973,3.0472301487297098,0.006739303912231603,0.1,-0.9999999999999878,0.5645687105205593,0.24835719561192499,0.06817499038548629,-0.005275747241661213,"2025-07-24T10:12:09.068208Z"
